thput,droprate,cal5,cal6
3.9597895681147746,0.0002339613769711,5.118598817038935,3.604593049453024
2.7391317671273865,0.0005265605264286,3.364883560935559,2.3509075243287074
2.135164861032252,0.0007065605415553,2.8845580589502573,2.0038620800359777
1.7596497268503586,0.0009409268283172,2.492967166829225,1.7276306262116852
1.4921174808961482,0.0012444709788157,2.1643081897662197,1.4844330032287782
1.3044563208431146,0.0016709155945534,1.8669506263591584,1.2784899903901337
1.1520553962152906,0.0020154879486539,1.698129423590888,1.148055482609634
1.032440649623955,0.002387253735547,1.5592314499131092,1.0556121537396996
0.9374952147586326,0.0028263849767063,1.4314344721292909,0.9628162203101052
0.8577116857193029,0.0031738425735901,1.349366379509228,0.9033093667538292
0.7898675583291813,0.0036635152454868,1.254782609159472,0.8316133598982332
0.7331901376739567,0.0040922773608493,1.1858846246185584,0.7869915192096318
0.6842306955301057,0.0046472930855903,1.111460400575513,0.7336882833609395
0.642812408923501,0.0051504154357717,1.055202978918701,0.6920615819675412
0.6038855447207753,0.0056715801766185,1.004148852073936,0.6534382882691668
0.5712057131331034,0.0062685545700888,0.9543530142450504,0.6187191332850767
0.5402179363650915,0.0068239604627446,0.9133818272291429,0.5855490965663293
0.5142623083771336,0.0073087175871868,0.8815914404719069,0.5648721414348499
0.4903002102563376,0.0080373074471305,0.8399081589749617,0.534801467285306
0.4673897263906609,0.0085633538478952,0.8127238120474185,0.5170968310717784
0.4482958212063886,0.0091729296009875,0.7842648491114721,0.4946226281474276
0.4284999421288848,0.0099113604885247,0.7536703036893695,0.4727380393876502
0.411362634843055,0.0106491143091249,0.7261339050719853,0.4526500236375746
0.396870558642392,0.0110837272083036,0.7110026403300124,0.4391406140090984
0.3819267024305977,0.0118951736139826,0.6855713105708406,0.4217261670139773
0.3682196429716232,0.0126507888798668,0.663817900377113,0.4064131823003166
0.3562256948987686,0.0132878814556875,0.6471005716288251,0.392966061701638
0.3444125889473344,0.014035857718116,0.6286790136274002,0.3794682271879138
0.3330500620056099,0.0147780354576629,0.611816375305858,0.365132388274442
0.3228004606419422,0.0155207489919023,0.5962504413412651,0.3547490958440691
0.3134910262230228,0.0163408420060452,0.5804553368342901,0.3417289022554434
0.3040525037399436,0.0170197511960028,0.5679552531276777,0.3329219088495624
0.2956746927938619,0.0178282009724473,0.5540072463410459,0.3218667493820645
0.287455715448121,0.0184496771703091,0.5438763722950893,0.3139859144410304
0.2796457533818742,0.0192820518236496,0.5313253817709677,0.3036489765535752
0.2730029451647761,0.0202452245876556,0.5179361012769388,0.2940044997372331
0.2656200305017556,0.0209155585706635,0.5087436408660655,0.2866495653954851
0.2588951928467345,0.0218753227384676,0.4965475790636324,0.2773281664194181
0.2527106889773554,0.0226192327245981,0.4878396847085271,0.2704039409789807
0.2467364905528104,0.0232699525581857,0.48029449968999,0.2633847136087958
0.2411015214789506,0.0241254607534679,0.4710594965517158,0.2570725122084519
0.2356725495273637,0.0251850203878736,0.4604019902427224,0.2489297566604202
0.2302939561842735,0.0260660955817616,0.4517218297034857,0.2424742621351351
0.2253743380114127,0.0268213315488274,0.4448589899214481,0.236809666717939
