thput,droprate,cal5,cal6
0.0074274825076078976,3.4510009259919704e-06,0.000750479041770509,0.013660981798680786
0.0014099176079711202,6.526878135598614e-05,0.11620791124529238,0.20052752881899183
0.02882383236083019,0.00021277072432637057,0.11771084763556756,0.04442575311537906
0.0028452059492859567,0.0001824017170045685,0.05497754138849861,0.03575832262352624
0.004561855822236529,1.159209399427367e-06,0.00011915545781135741,0.053404300966874534
0.0035714289076437,4.062833205289415e-05,0.008299600366518787,0.014172379916793137
0.0012923801534817415,0.00027229058743046425,0.033287302250815595,0.0012783981978918468
0.00508088227577024,0.0002696223988629122,0.025162329573741343,0.04468381020764177
0.0014163209710473577,0.0002485934241777199,0.018552686965263878,0.01488839394560357
0.0001946149649634491,0.00020801199816042551,0.011969836842846953,0.006278839035473876
