thput,droprate,cal5,cal6
4.0105997513070495,0.0002185789887003,5.286078181747145,3.741342535106218
2.8178225906872054,0.000434267793481,3.710110514069489,2.6195912211644026
2.181749072371813,0.0007582732473336,2.789896675857782,1.9621861759362371
1.8219590693383076,0.0010066512300267,2.407370360915194,1.6882424540342331
1.567198034953292,0.00138352718727,2.048483373976559,1.4299446500541313
1.36497213301223,0.0016615783388372,1.8680154589386389,1.2999490939424911
1.2149431442013967,0.0020486555697823,1.6813612888220588,1.1648237636205383
1.0898347095230745,0.0025884065857299,1.4952097620720388,1.0292095427698569
0.9863758819549672,0.0030494015846291,1.376548924796254,0.9425969697146568
0.8989904935836108,0.0035330926945113,1.2775323172336777,0.8698347892279205
0.8257552708189989,0.0040491423180362,1.1918828317761754,0.80716064040593
0.7642488964308163,0.0046339043563589,1.1131695650173483,0.7486857889078584
0.7113388570694675,0.0051713307918904,1.052542053260511,0.7039967245290454
0.6657168231623092,0.0058038634243244,0.9923776870321795,0.6592025603711233
0.6247005008329668,0.0063844251996648,0.9452610824662044,0.6239017601304264
0.5885122888718538,0.0069611393922655,0.9040271780193398,0.5931566814263418
0.556802787853051,0.0076367156397001,0.8620107033517654,0.5615642235948183
0.5272158161343787,0.0082731240709068,0.827075408069036,0.5355209429373516
0.5025006749877207,0.0088596280952334,0.7985181707288653,0.5135610117892807
0.4785182692992327,0.0094728310725959,0.7710710886953321,0.4924823189271025
0.457082305877901,0.0101754538849994,0.7430795939947149,0.4714968206835956
0.4375724036009185,0.0108525589911435,0.7183585281805316,0.4524344017096783
0.4197611837293444,0.0115534998665949,0.6954524299391868,0.4350959883174334
0.4033226041462706,0.0122255599435675,0.675224379286611,0.4198005991592638
0.3876829905042837,0.0128111523222647,0.6587901865424067,0.4070722171694464
0.3738820749157799,0.0136063188966647,0.6383338773420834,0.3916525684812827
0.3606836431964044,0.0142165254981031,0.6236284032760637,0.3795916882077313
0.3482549309534603,0.0149602379116642,0.6071812417126734,0.3666395979673592
0.3369451642062715,0.0156791022717675,0.5924764669869662,0.3547512764525516
0.3264353238295466,0.016341358680046,0.579431385683402,0.3455835679456197
0.3163822284875578,0.0171027666007889,0.5656059362390573,0.334024933329181
0.3069892130011918,0.0178127567294874,0.5536813513684513,0.3250004038720713
0.2979404087559489,0.0185521855166033,0.5416734850917901,0.3151829000001968
0.2892894291658537,0.0192349430276722,0.531066231369281,0.3072934337154489
0.2815012529240414,0.0200343430900916,0.5197430545569299,0.2985849290162189
0.2741141092785927,0.0206820305771544,0.5109114081090496,0.2915319917324271
0.2666887936845286,0.0214088566473706,0.5014177880495628,0.283676208498861
0.2600470629584254,0.0221828928080882,0.491992309012751,0.2760444538441107
0.2536021080773121,0.0228946511842451,0.4835321608060437,0.2692203349959074
0.2473427096956254,0.0235596401775105,0.4759946702196168,0.2631369639731777
0.2415515255573471,0.0241983145833043,0.4691889806999146,0.257537743433978
0.2361832127224711,0.0250940876532718,0.4600620187142769,0.2510019940976176
0.2306729974985,0.0258717865120215,0.4525109220151683,0.2446408993059419
0.2253981593164017,0.0266042914063482,0.4454953348086365,0.2391282031037579
